episode:1,Updates:1/78,Timesteps:51200/2000000,FPS:697.0,avg_sp:3.78125,avg_xp_0_0:8.0,avg_xp_0_1:6.765625,avg_xp_1_0:4.9375,avg_xp_1_1:19.9375,avg_xp_2_0:211.0,avg_xp_2_1:8.125,avg_xp_3_0:4.28125,avg_xp_3_1:424.390625,avg_mp:127.33834586466165,value_loss:2.7484250435605646,policy_loss:0.009841300685180344,dist_entropy:7.115200495719909,actor_grad_norm:0.1208108076825738,critic_grad_norm:8.403698047809304,ratio:3.998446798324585,best_i:3,average_step_rewards:0.009453125298023224
episode:2,Updates:2/78,Timesteps:76800/2000000,FPS:614.0,avg_sp:3.40625,avg_xp_0_0:8.140625,avg_xp_0_1:8.390625,avg_xp_1_0:5.3125,avg_xp_1_1:18.046875,avg_xp_2_0:194.75,avg_xp_2_1:7.546875,avg_xp_3_0:4.0625,avg_xp_3_1:372.734375,avg_mp:126.85964912280701,value_loss:1.9916497850092127,policy_loss:0.1168596487411984,dist_entropy:7.108590769767761,actor_grad_norm:0.06125001925975084,critic_grad_norm:0.5097752679139376,ratio:4.000183790922165,best_i:3,average_step_rewards:0.008515625260770321
episode:3,Updates:3/78,Timesteps:102400/2000000,FPS:579.0,avg_sp:4.34375,avg_xp_0_0:5.890625,avg_xp_0_1:8.125,avg_xp_1_0:3.375,avg_xp_1_1:28.28125,avg_xp_2_0:214.84375,avg_xp_2_1:9.125,avg_xp_3_0:2.375,avg_xp_3_1:358.75,avg_mp:131.859649122807,value_loss:1.7975711537292227,policy_loss:0.0750755802563066,dist_entropy:7.089993178844452,actor_grad_norm:0.047921213693916796,critic_grad_norm:0.32780264811590315,ratio:3.9992985844612123,best_i:3,average_step_rewards:0.010859374888241291
episode:4,Updates:4/78,Timesteps:128000/2000000,FPS:560.0,avg_sp:8.90625,avg_xp_0_0:3.796875,avg_xp_0_1:7.6875,avg_xp_1_0:4.1875,avg_xp_1_1:70.328125,avg_xp_2_0:247.390625,avg_xp_2_1:11.65625,avg_xp_3_0:2.28125,avg_xp_3_1:332.984375,avg_mp:146.47869674185463,value_loss:1.7307532257167622,policy_loss:0.07735300586731067,dist_entropy:7.00697215795517,actor_grad_norm:0.07853742353618146,critic_grad_norm:0.2337882809806615,ratio:3.9993222534656523,best_i:3,average_step_rewards:0.02226562425494194
episode:5,Updates:5/78,Timesteps:153600/2000000,FPS:548.0,avg_sp:9.96875,avg_xp_0_0:1.765625,avg_xp_0_1:10.46875,avg_xp_1_0:5.5,avg_xp_1_1:87.890625,avg_xp_2_0:224.640625,avg_xp_2_1:13.03125,avg_xp_3_0:1.484375,avg_xp_3_1:324.5625,avg_mp:157.40225563909775,value_loss:1.666414388269186,policy_loss:0.07260942253657772,dist_entropy:6.897513580322266,actor_grad_norm:0.05230702217668295,critic_grad_norm:0.18370962562039495,ratio:3.998626983165741,best_i:3,average_step_rewards:0.024921875447034836
episode:6,Updates:6/78,Timesteps:179200/2000000,FPS:540.0,avg_sp:18.390625,avg_xp_0_0:1.65625,avg_xp_0_1:12.421875,avg_xp_1_0:8.609375,avg_xp_1_1:107.75,avg_xp_2_0:268.921875,avg_xp_2_1:8.75,avg_xp_3_0:1.3125,avg_xp_3_1:306.875,avg_mp:179.265664160401,value_loss:1.66862538663554,policy_loss:0.12152725751963933,dist_entropy:6.799915933609009,actor_grad_norm:0.049289130792021754,critic_grad_norm:0.10212842752225697,ratio:3.9984239101409913,best_i:3,average_step_rewards:0.04597656428813934
episode:7,Updates:7/78,Timesteps:204800/2000000,FPS:534.0,avg_sp:23.34375,avg_xp_0_0:0.234375,avg_xp_0_1:20.265625,avg_xp_1_0:13.0625,avg_xp_1_1:82.859375,avg_xp_2_0:218.875,avg_xp_2_1:13.65625,avg_xp_3_0:5.765625,avg_xp_3_1:251.71875,avg_mp:189.77568922305764,value_loss:1.6984928747173398,policy_loss:0.09880389826191519,dist_entropy:6.725780749320984,actor_grad_norm:0.05415655057877302,critic_grad_norm:0.42344553107395766,ratio:4.001119238138199,best_i:3,average_step_rewards:0.05835937336087227
episode:8,Updates:8/78,Timesteps:230400/2000000,FPS:530.0,avg_sp:35.25,avg_xp_0_0:0.828125,avg_xp_0_1:19.0,avg_xp_1_0:28.875,avg_xp_1_1:66.28125,avg_xp_2_0:194.25,avg_xp_2_1:19.359375,avg_xp_3_0:6.5,avg_xp_3_1:239.0625,avg_mp:201.5,value_loss:1.5315368035808206,policy_loss:0.009125160685430511,dist_entropy:6.694736874103546,actor_grad_norm:0.08672412261366844,critic_grad_norm:0.6264844378456473,ratio:4.0001884460449215,best_i:3,average_step_rewards:0.08812499791383743
episode:9,Updates:9/78,Timesteps:256000/2000000,FPS:526.0,avg_sp:32.65625,avg_xp_0_0:0.046875,avg_xp_0_1:22.875,avg_xp_1_0:35.46875,avg_xp_1_1:48.28125,avg_xp_2_0:224.453125,avg_xp_2_1:20.0,avg_xp_3_0:7.484375,avg_xp_3_1:189.109375,avg_mp:194.5300751879699,value_loss:1.6347538083791733,policy_loss:0.006957053503561417,dist_entropy:6.581470859050751,actor_grad_norm:0.07926739528775215,critic_grad_norm:0.5298313990235328,ratio:4.000986677408219,best_i:3,average_step_rewards:0.08164062350988388
episode:10,Updates:10/78,Timesteps:281600/2000000,FPS:523.0,avg_sp:43.421875,avg_xp_0_0:0.0,avg_xp_0_1:32.15625,avg_xp_1_0:65.625,avg_xp_1_1:40.53125,avg_xp_2_0:194.78125,avg_xp_2_1:30.15625,avg_xp_3_0:17.453125,avg_xp_3_1:176.46875,avg_mp:204.1077694235589,value_loss:2.0852846808731558,policy_loss:0.005971981767113344,dist_entropy:6.504994034767151,actor_grad_norm:0.07145601324737072,critic_grad_norm:5.214111495018005,ratio:4.0002281665802,best_i:2,average_step_rewards:0.10855469107627869
episode:11,Updates:11/78,Timesteps:307200/2000000,FPS:520.0,avg_sp:60.578125,avg_xp_0_0:0.0,avg_xp_0_1:29.140625,avg_xp_1_0:106.4375,avg_xp_1_1:70.75,avg_xp_2_0:177.828125,avg_xp_2_1:14.5,avg_xp_3_0:20.359375,avg_xp_3_1:205.546875,avg_mp:233.17418546365914,value_loss:1.5752164460718632,policy_loss:0.011664539930163273,dist_entropy:6.4607213139534,actor_grad_norm:0.12686571292579174,critic_grad_norm:1.1037442971020937,ratio:3.9999001026153564,best_i:2,average_step_rewards:0.15144531428813934
