episode:1,Updates:1/156,Timesteps:25600/2000000,FPS:745.0,avg_sp:1.90625,avg_xp_0_0:1.90625,avg_xp_0_1:9.6875,avg_xp_1_0:5.375,avg_xp_1_1:5.0,avg_xp_2_0:3.21875,avg_xp_2_1:7.75,avg_xp_3_0:4.5625,avg_xp_3_1:7.46875,avg_mp:27.904761904761905,value_loss:2.8385779693722726,policy_loss:0.003024385862361578,dist_entropy:7.155125486850738,actor_grad_norm:0.054465158749371766,critic_grad_norm:5.427988265641034,ratio:4.000875920057297,best_i:0,average_step_rewards:0.004765625111758709
episode:2,Updates:2/156,Timesteps:38400/2000000,FPS:728.0,avg_sp:2.96875,avg_xp_0_0:5.28125,avg_xp_0_1:9.46875,avg_xp_1_0:5.15625,avg_xp_1_1:5.53125,avg_xp_2_0:6.5,avg_xp_2_1:7.375,avg_xp_3_0:5.21875,avg_xp_3_1:6.84375,avg_mp:19.662907268170425,value_loss:1.6495767831802368,policy_loss:0.008718018904680758,dist_entropy:7.151693594455719,actor_grad_norm:0.026243591960519553,critic_grad_norm:1.9469541903585195,ratio:4.001014310121536,best_i:3,average_step_rewards:0.0074218749068677425
episode:3,Updates:3/156,Timesteps:51200/2000000,FPS:720.0,avg_sp:3.9375,avg_xp_0_0:3.3125,avg_xp_0_1:8.96875,avg_xp_1_0:6.125,avg_xp_1_1:4.625,avg_xp_2_0:6.53125,avg_xp_2_1:7.3125,avg_xp_3_0:4.90625,avg_xp_3_1:5.21875,avg_mp:31.87719298245614,value_loss:2.072016414999962,policy_loss:-0.0055689317994323416,dist_entropy:7.100857043266297,actor_grad_norm:0.04623996671289206,critic_grad_norm:1.059253691136837,ratio:3.9986434042453767,best_i:0,average_step_rewards:0.009843749925494194
episode:4,Updates:4/156,Timesteps:64000/2000000,FPS:715.0,avg_sp:2.6875,avg_xp_0_0:4.28125,avg_xp_0_1:9.6875,avg_xp_1_0:6.625,avg_xp_1_1:3.0625,avg_xp_2_0:6.15625,avg_xp_2_1:7.78125,avg_xp_3_0:8.0625,avg_xp_3_1:6.40625,avg_mp:31.928571428571427,value_loss:2.4347685307264326,policy_loss:0.0011606121725947105,dist_entropy:7.048504185676575,actor_grad_norm:0.05450017098337412,critic_grad_norm:3.0510114528238774,ratio:3.9990354418754577,best_i:2,average_step_rewards:0.006718749646097422
episode:5,Updates:5/156,Timesteps:76800/2000000,FPS:712.0,avg_sp:2.0,avg_xp_0_0:5.15625,avg_xp_0_1:7.9375,avg_xp_1_0:6.4375,avg_xp_1_1:5.09375,avg_xp_2_0:5.875,avg_xp_2_1:7.40625,avg_xp_3_0:10.09375,avg_xp_3_1:4.1875,avg_mp:30.44611528822055,value_loss:2.0538037568330765,policy_loss:-0.016001072249694204,dist_entropy:6.981358802318573,actor_grad_norm:0.036882702447474006,critic_grad_norm:1.3852740325033666,ratio:4.000381475687027,best_i:3,average_step_rewards:0.004999999888241291
episode:6,Updates:6/156,Timesteps:89600/2000000,FPS:710.0,avg_sp:2.84375,avg_xp_0_0:6.1875,avg_xp_0_1:6.9375,avg_xp_1_0:6.21875,avg_xp_1_1:3.65625,avg_xp_2_0:6.8125,avg_xp_2_1:4.5625,avg_xp_3_0:5.75,avg_xp_3_1:2.8125,avg_mp:20.270676691729324,value_loss:1.7738031059503556,policy_loss:-0.006250775221502636,dist_entropy:6.963370203971863,actor_grad_norm:0.044678590074181554,critic_grad_norm:1.3830716624855994,ratio:3.9994669258594513,best_i:3,average_step_rewards:0.007109374739229679
episode:7,Updates:7/156,Timesteps:102400/2000000,FPS:708.0,avg_sp:2.90625,avg_xp_0_0:6.125,avg_xp_0_1:7.15625,avg_xp_1_0:9.75,avg_xp_1_1:5.21875,avg_xp_2_0:9.5625,avg_xp_2_1:8.75,avg_xp_3_0:6.40625,avg_xp_3_1:4.09375,avg_mp:33.778195488721806,value_loss:1.9270990252494813,policy_loss:-0.015160477480003464,dist_entropy:6.976185250282287,actor_grad_norm:0.1289533633738756,critic_grad_norm:1.2727077495306731,ratio:4.000021916627884,best_i:0,average_step_rewards:0.0072656250558793545
episode:8,Updates:8/156,Timesteps:115200/2000000,FPS:707.0,avg_sp:2.71875,avg_xp_0_0:6.90625,avg_xp_0_1:5.65625,avg_xp_1_0:7.0,avg_xp_1_1:2.96875,avg_xp_2_0:8.21875,avg_xp_2_1:7.15625,avg_xp_3_0:8.875,avg_xp_3_1:4.46875,avg_mp:33.17293233082707,value_loss:2.3038428485393525,policy_loss:-0.013133974236242806,dist_entropy:6.915339195728302,actor_grad_norm:0.05132721979171038,critic_grad_norm:1.6177264221012593,ratio:4.000597977638245,best_i:2,average_step_rewards:0.006796875037252903
episode:9,Updates:9/156,Timesteps:128000/2000000,FPS:706.0,avg_sp:2.1875,avg_xp_0_0:5.4375,avg_xp_0_1:3.75,avg_xp_1_0:7.6875,avg_xp_1_1:3.84375,avg_xp_2_0:6.4375,avg_xp_2_1:5.3125,avg_xp_3_0:8.4375,avg_xp_3_1:5.0,avg_mp:31.838345864661655,value_loss:1.8303909927606583,policy_loss:0.00015660412340849915,dist_entropy:6.875489914417267,actor_grad_norm:0.038530842401087284,critic_grad_norm:1.1971077697351575,ratio:4.00084103345871,best_i:2,average_step_rewards:0.0054687499068677425
episode:10,Updates:10/156,Timesteps:140800/2000000,FPS:706.0,avg_sp:2.71875,avg_xp_0_0:10.25,avg_xp_0_1:3.09375,avg_xp_1_0:8.46875,avg_xp_1_1:4.09375,avg_xp_2_0:9.125,avg_xp_2_1:4.125,avg_xp_3_0:6.0,avg_xp_3_1:2.4375,avg_mp:21.901002506265666,value_loss:1.5108940489590168,policy_loss:-0.0003822198491882034,dist_entropy:6.780862438678741,actor_grad_norm:0.06396627519279718,critic_grad_norm:0.8432431071996689,ratio:4.000163871049881,best_i:3,average_step_rewards:0.006796875037252903
episode:11,Updates:11/156,Timesteps:153600/2000000,FPS:705.0,avg_sp:3.15625,avg_xp_0_0:3.03125,avg_xp_0_1:2.28125,avg_xp_1_0:8.75,avg_xp_1_1:3.0,avg_xp_2_0:10.09375,avg_xp_2_1:3.625,avg_xp_3_0:6.03125,avg_xp_3_1:1.5625,avg_mp:35.230576441102755,value_loss:1.7468915536999703,policy_loss:-0.001932640066618596,dist_entropy:6.757336437702179,actor_grad_norm:0.07017024494707584,critic_grad_norm:1.3258870787918569,ratio:3.998233962059021,best_i:0,average_step_rewards:0.007890624925494194
