episode:1,Updates:1/312,Timesteps:12800/2000000,FPS:290.0,avg_sp:1.75,avg_xp_0_0:5.125,avg_xp_0_1:2.5,avg_xp_1_0:2.3125,avg_xp_1_1:10.125,avg_xp_2_0:2.8125,avg_xp_2_1:6.3125,avg_mp:43.709273182957396,value_loss:2.4466383077204226,policy_loss:0.001519839171603732,dist_entropy:7.14986138343811,actor_grad_norm:0.08991211690008641,critic_grad_norm:3.49567646831274,ratio:3.999929225444794,best_i:1,average_step_rewards:0.0043750000186264515
episode:2,Updates:2/312,Timesteps:19200/2000000,FPS:262.0,avg_sp:0.1875,avg_xp_0_0:4.75,avg_xp_0_1:2.375,avg_xp_1_0:3.5625,avg_xp_1_1:8.25,avg_xp_2_0:2.0625,avg_xp_2_1:3.625,avg_mp:42.421052631578945,value_loss:1.8754044033586978,policy_loss:-0.0012163348988806,dist_entropy:7.147680377960205,actor_grad_norm:0.027311351615935564,critic_grad_norm:0.6745660817250609,ratio:4.000130754709244,best_i:1,average_step_rewards:0.00046874998952262104
episode:3,Updates:3/312,Timesteps:25600/2000000,FPS:250.0,avg_sp:2.9375,avg_xp_0_0:5.75,avg_xp_0_1:1.625,avg_xp_1_0:1.375,avg_xp_1_1:4.875,avg_xp_2_0:0.5625,avg_xp_2_1:7.1875,avg_mp:29.30200501253133,value_loss:1.7695327108725905,policy_loss:-0.00867226259913254,dist_entropy:7.092772281169891,actor_grad_norm:0.04739450272172689,critic_grad_norm:0.7998508636374027,ratio:3.9988468527793883,best_i:1,average_step_rewards:0.0073437499813735485
episode:4,Updates:4/312,Timesteps:32000/2000000,FPS:240.0,avg_sp:2.1875,avg_xp_0_0:5.9375,avg_xp_0_1:0.375,avg_xp_1_0:4.3125,avg_xp_1_1:6.1875,avg_xp_2_0:2.4375,avg_xp_2_1:3.3125,avg_mp:44.65538847117794,value_loss:1.7854064278304578,policy_loss:-0.013970915842099063,dist_entropy:7.00695184469223,actor_grad_norm:0.06838627066463232,critic_grad_norm:3.1840492308139803,ratio:3.998757988214493,best_i:2,average_step_rewards:0.0054687499068677425
episode:5,Updates:5/312,Timesteps:38400/2000000,FPS:235.0,avg_sp:1.5625,avg_xp_0_0:6.8125,avg_xp_0_1:2.5625,avg_xp_1_0:3.0,avg_xp_1_1:7.375,avg_xp_2_0:0.5,avg_xp_2_1:1.625,avg_mp:43.71553884711779,value_loss:1.8967369422316551,policy_loss:-0.016024291314044925,dist_entropy:6.978076112270355,actor_grad_norm:0.05167173333466053,critic_grad_norm:1.0934391289949417,ratio:3.9993816196918486,best_i:1,average_step_rewards:0.00390625
episode:6,Updates:6/312,Timesteps:44800/2000000,FPS:233.0,avg_sp:1.375,avg_xp_0_0:5.5,avg_xp_0_1:5.3125,avg_xp_1_0:1.375,avg_xp_1_1:5.0,avg_xp_2_0:0.1875,avg_xp_2_1:2.875,avg_mp:17.56140350877193,value_loss:1.81193805038929,policy_loss:-0.0020469481663277778,dist_entropy:6.92540853023529,actor_grad_norm:0.07407740280032157,critic_grad_norm:0.8421699138358235,ratio:4.002781963348388,best_i:1,average_step_rewards:0.0034374999813735485
episode:7,Updates:7/312,Timesteps:51200/2000000,FPS:231.0,avg_sp:1.1875,avg_xp_0_0:5.9375,avg_xp_0_1:3.5,avg_xp_1_0:1.0625,avg_xp_1_1:4.5625,avg_xp_2_0:0.5,avg_xp_2_1:4.4375,avg_mp:16.5,value_loss:1.522153766453266,policy_loss:-0.036922538560391516,dist_entropy:6.820864140987396,actor_grad_norm:0.08234374523162842,critic_grad_norm:1.96481443811208,ratio:4.00122640132904,best_i:0,average_step_rewards:0.002968749962747097
episode:8,Updates:8/312,Timesteps:57600/2000000,FPS:229.0,avg_sp:1.6875,avg_xp_0_0:6.4375,avg_xp_0_1:0.9375,avg_xp_1_0:1.75,avg_xp_1_1:8.3125,avg_xp_2_0:0.5,avg_xp_2_1:3.75,avg_mp:40.487468671679196,value_loss:1.2533624574542046,policy_loss:-0.007224531160212067,dist_entropy:6.714654219150543,actor_grad_norm:0.08703832067549229,critic_grad_norm:0.8826615750789643,ratio:3.9995812237262727,best_i:0,average_step_rewards:0.004218750167638063
episode:9,Updates:9/312,Timesteps:64000/2000000,FPS:228.0,avg_sp:2.1875,avg_xp_0_0:3.5625,avg_xp_0_1:1.25,avg_xp_1_0:0.5625,avg_xp_1_1:5.75,avg_xp_2_0:0.5,avg_xp_2_1:1.3125,avg_mp:41.33709273182957,value_loss:1.7243739627301693,policy_loss:-0.009493926624251126,dist_entropy:6.683141160011291,actor_grad_norm:0.0721863865852356,critic_grad_norm:1.0367650497704743,ratio:3.996363240480423,best_i:1,average_step_rewards:0.0054687499068677425
episode:10,Updates:10/312,Timesteps:70400/2000000,FPS:227.0,avg_sp:0.875,avg_xp_0_0:3.9375,avg_xp_0_1:1.125,avg_xp_1_0:0.875,avg_xp_1_1:3.9375,avg_xp_2_0:1.0,avg_xp_2_1:1.875,avg_mp:13.363408521303258,value_loss:1.451044362410903,policy_loss:0.006161176085730524,dist_entropy:6.640017485618591,actor_grad_norm:0.08364305086433887,critic_grad_norm:0.9856906399130821,ratio:3.9983209371566772,best_i:1,average_step_rewards:0.0021875000093132257
episode:11,Updates:11/312,Timesteps:76800/2000000,FPS:227.0,avg_sp:1.0,avg_xp_0_0:5.1875,avg_xp_0_1:0.375,avg_xp_1_0:1.5625,avg_xp_1_1:3.3125,avg_xp_2_0:2.0,avg_xp_2_1:2.0,avg_mp:13.43984962406015,value_loss:0.7373517107218504,policy_loss:0.020776106499789226,dist_entropy:6.412853717803955,actor_grad_norm:0.056664184853434565,critic_grad_norm:1.1784646090120077,ratio:4.001197397708893,best_i:0,average_step_rewards:0.0024999999441206455
episode:12,Updates:12/312,Timesteps:83200/2000000,FPS:226.0,avg_sp:2.875,avg_xp_0_0:2.1875,avg_xp_0_1:0.0,avg_xp_1_0:1.6875,avg_xp_1_1:2.0,avg_xp_2_0:0.0,avg_xp_2_1:3.9375,avg_mp:26.238095238095237,value_loss:0.7855737697333097,policy_loss:0.04294405703331474,dist_entropy:6.347365605831146,actor_grad_norm:0.0814717397093773,critic_grad_norm:0.838691711705178,ratio:3.9961968660354614,best_i:0,average_step_rewards:0.0071875001303851604
episode:13,Updates:13/312,Timesteps:89600/2000000,FPS:226.0,avg_sp:1.0,avg_xp_0_0:4.875,avg_xp_0_1:0.9375,avg_xp_1_0:1.0625,avg_xp_1_1:1.4375,avg_xp_2_0:0.0,avg_xp_2_1:1.6875,avg_mp:13.216791979949875,value_loss:1.1404430055059493,policy_loss:0.07595614022459454,dist_entropy:6.186517596244812,actor_grad_norm:0.10482208468019963,critic_grad_norm:1.4982542853802443,ratio:4.00056939125061,best_i:2,average_step_rewards:0.0024999999441206455
episode:14,Updates:14/312,Timesteps:96000/2000000,FPS:226.0,avg_sp:4.0,avg_xp_0_0:2.0,avg_xp_0_1:0.5625,avg_xp_1_0:3.5625,avg_xp_1_1:5.1875,avg_xp_2_0:0.0,avg_xp_2_1:0.1875,avg_mp:42.766917293233085,value_loss:0.8172212116420269,policy_loss:0.021389025459548395,dist_entropy:6.2490027904510494,actor_grad_norm:0.12240572720766067,critic_grad_norm:1.0645083047449588,ratio:4.001575362682343,best_i:0,average_step_rewards:0.009999999776482582
episode:15,Updates:15/312,Timesteps:102400/2000000,FPS:225.0,avg_sp:2.375,avg_xp_0_0:1.875,avg_xp_0_1:0.375,avg_xp_1_0:4.9375,avg_xp_1_1:2.375,avg_xp_2_0:0.5,avg_xp_2_1:3.1875,avg_mp:41.74812030075188,value_loss:2.1921583637595177,policy_loss:-0.016199620734027365,dist_entropy:6.3156139016151425,actor_grad_norm:0.15449145659804345,critic_grad_norm:1.8436378225684167,ratio:3.9985136449337007,best_i:1,average_step_rewards:0.005937499925494194
episode:16,Updates:16/312,Timesteps:108800/2000000,FPS:225.0,avg_sp:2.5,avg_xp_0_0:0.375,avg_xp_0_1:0.1875,avg_xp_1_0:2.5625,avg_xp_1_1:2.0,avg_xp_2_0:0.0,avg_xp_2_1:1.3125,avg_mp:41.918546365914786,value_loss:1.3974177539348602,policy_loss:-0.002989811492702943,dist_entropy:6.2773118138313295,actor_grad_norm:0.1578016348183155,critic_grad_norm:1.7794971711933614,ratio:3.9996369242668153,best_i:1,average_step_rewards:0.0062500000931322575
episode:17,Updates:17/312,Timesteps:115200/2000000,FPS:225.0,avg_sp:3.6875,avg_xp_0_0:1.6875,avg_xp_0_1:0.1875,avg_xp_1_0:1.5625,avg_xp_1_1:2.3125,avg_xp_2_0:0.0,avg_xp_2_1:0.1875,avg_mp:41.50375939849624,value_loss:1.1811548098921776,policy_loss:0.06126861882213799,dist_entropy:6.204795706272125,actor_grad_norm:0.15508623644709588,critic_grad_norm:2.094349019229412,ratio:3.992154562473297,best_i:1,average_step_rewards:0.009218749590218067
episode:18,Updates:18/312,Timesteps:121600/2000000,FPS:224.0,avg_sp:5.1875,avg_xp_0_0:2.5625,avg_xp_0_1:0.375,avg_xp_1_0:1.5,avg_xp_1_1:0.9375,avg_xp_2_0:0.0,avg_xp_2_1:1.125,avg_mp:16.587719298245613,value_loss:1.309306727349758,policy_loss:0.058648298962739466,dist_entropy:6.158693170547485,actor_grad_norm:0.13535422533750535,critic_grad_norm:2.4020376943051813,ratio:3.994909483194351,best_i:1,average_step_rewards:0.012968749739229679
episode:19,Updates:19/312,Timesteps:128000/2000000,FPS:223.0,avg_sp:6.0625,avg_xp_0_0:2.375,avg_xp_0_1:0.5625,avg_xp_1_0:1.3125,avg_xp_1_1:2.0625,avg_xp_2_0:0.0,avg_xp_2_1:0.1875,avg_mp:42.984962406015036,value_loss:0.9756236992776394,policy_loss:0.04787016849564933,dist_entropy:6.063341522216797,actor_grad_norm:0.1433638498187065,critic_grad_norm:2.11327571477741,ratio:3.995881474018097,best_i:0,average_step_rewards:0.015156250447034836
episode:20,Updates:20/312,Timesteps:134400/2000000,FPS:223.0,avg_sp:6.875,avg_xp_0_0:1.875,avg_xp_0_1:0.75,avg_xp_1_0:1.4375,avg_xp_1_1:3.0,avg_xp_2_0:0.0,avg_xp_2_1:1.125,avg_mp:43.454887218045116,value_loss:1.4698034226894379,policy_loss:-0.0329175500653681,dist_entropy:5.985208761692047,actor_grad_norm:0.1554604448378086,critic_grad_norm:2.834608779847622,ratio:3.9998089134693147,best_i:1,average_step_rewards:0.01718750037252903
episode:21,Updates:21/312,Timesteps:140800/2000000,FPS:222.0,avg_sp:8.0,avg_xp_0_0:2.0625,avg_xp_0_1:0.375,avg_xp_1_0:0.875,avg_xp_1_1:2.5625,avg_xp_2_0:0.0,avg_xp_2_1:1.25,avg_mp:43.95238095238095,value_loss:1.394501130282879,policy_loss:0.019556384759210198,dist_entropy:5.891616308689118,actor_grad_norm:0.16236769855022432,critic_grad_norm:1.8744773261249066,ratio:3.991693240404129,best_i:1,average_step_rewards:0.019999999552965164
episode:22,Updates:22/312,Timesteps:147200/2000000,FPS:222.0,avg_sp:8.375,avg_xp_0_0:1.5625,avg_xp_0_1:0.1875,avg_xp_1_0:2.25,avg_xp_1_1:3.0625,avg_xp_2_0:0.0,avg_xp_2_1:1.125,avg_mp:46.05137844611529,value_loss:1.299485182762146,policy_loss:0.023692891498334756,dist_entropy:5.814796233177185,actor_grad_norm:0.15592237561941147,critic_grad_norm:1.651883576065302,ratio:3.9961149215698244,best_i:1,average_step_rewards:0.020937500521540642
episode:23,Updates:23/312,Timesteps:153600/2000000,FPS:222.0,avg_sp:9.875,avg_xp_0_0:2.75,avg_xp_0_1:0.1875,avg_xp_1_0:0.0,avg_xp_1_1:1.6875,avg_xp_2_0:0.0,avg_xp_2_1:0.1875,avg_mp:20.097744360902254,value_loss:1.5611646682024003,policy_loss:0.036057284190661676,dist_entropy:5.841390776634216,actor_grad_norm:0.2221757613122463,critic_grad_norm:2.2741637341678143,ratio:3.9934119462966917,best_i:1,average_step_rewards:0.024687500670552254
episode:24,Updates:24/312,Timesteps:160000/2000000,FPS:222.0,avg_sp:14.6875,avg_xp_0_0:1.5,avg_xp_0_1:0.1875,avg_xp_1_0:1.375,avg_xp_1_1:4.1875,avg_xp_2_0:0.5,avg_xp_2_1:0.375,avg_mp:48.57769423558897,value_loss:1.0699062682688236,policy_loss:0.04185141899069378,dist_entropy:5.763183128833771,actor_grad_norm:0.38292052373290064,critic_grad_norm:2.0398023441433906,ratio:4.000563168525696,best_i:0,average_step_rewards:0.03671874850988388
episode:25,Updates:25/312,Timesteps:166400/2000000,FPS:222.0,avg_sp:17.375,avg_xp_0_0:1.375,avg_xp_0_1:0.9375,avg_xp_1_0:3.6875,avg_xp_1_1:5.5625,avg_xp_2_0:0.0,avg_xp_2_1:0.75,avg_mp:52.43734335839599,value_loss:1.6553306564688683,policy_loss:0.026402057392947053,dist_entropy:5.823429572582245,actor_grad_norm:0.159988983720541,critic_grad_norm:2.6263835936784745,ratio:3.9963533699512483,best_i:1,average_step_rewards:0.043437499552965164
episode:26,Updates:26/312,Timesteps:172800/2000000,FPS:221.0,avg_sp:22.0,avg_xp_0_0:2.375,avg_xp_0_1:1.6875,avg_xp_1_0:0.1875,avg_xp_1_1:3.4375,avg_xp_2_0:0.0,avg_xp_2_1:0.5625,avg_mp:24.596491228070175,value_loss:1.769516582787037,policy_loss:0.034771798919220845,dist_entropy:5.6021839618682865,actor_grad_norm:0.13451480716466904,critic_grad_norm:2.458704334497452,ratio:3.9962249040603637,best_i:1,average_step_rewards:0.054999999701976776
episode:27,Updates:27/312,Timesteps:179200/2000000,FPS:221.0,avg_sp:23.0625,avg_xp_0_0:2.1875,avg_xp_0_1:1.125,avg_xp_1_0:1.0625,avg_xp_1_1:3.0625,avg_xp_2_0:0.0,avg_xp_2_1:0.0,avg_mp:56.80701754385965,value_loss:1.5363208658993244,policy_loss:0.011283821926241267,dist_entropy:5.597344100475311,actor_grad_norm:0.18272245824337005,critic_grad_norm:2.8514319911599157,ratio:3.9986732840538024,best_i:0,average_step_rewards:0.05765625089406967
episode:28,Updates:28/312,Timesteps:185600/2000000,FPS:221.0,avg_sp:30.375,avg_xp_0_0:0.5,avg_xp_0_1:0.75,avg_xp_1_0:0.5,avg_xp_1_1:2.125,avg_xp_2_0:0.0,avg_xp_2_1:0.0,avg_mp:59.32706766917293,value_loss:1.7453693062067033,policy_loss:0.047893635934898884,dist_entropy:5.4950403571128845,actor_grad_norm:0.19306279495358467,critic_grad_norm:3.2133611515164375,ratio:3.9939591109752657,best_i:1,average_step_rewards:0.07593750208616257
